,size,depth,sea_depth,school_seabed_distance,width_bbox,length_box,perimeter_school,intensity_school,dif_intensity_school_image,center_square_intensity,edges_school_intensity,dif_intensity_center_edges,std_intensity_school,gradient_school,gradient_school_center,gradient_school_edges,dif_gradient_center_edges,solidity,compactness,inertia_tensor_eigvals_ratio,thresh_max,thresh_min,center_x,center_y,night,area_school
20,3255.0,12.332380952380953,41.7,29.36761904761905,50,120,758.1147904132613,-71.71016739230211,5.691796885130628,-53.54831075046812,-80.93994745541625,27.39163670494813,8.246701956775125,46.926908985400246,95.00352300435087,50.861709276621426,44.141813727729456,0.7209302325581395,0.07116900888278055,0.17987378297576714,0.22,0.04,123.32380952380953,78.60245775729646,0,15534.499186568313
21,270.0,13.41037037037037,41.6,28.189629629629632,8,64,153.70458146424488,-77.14463689344491,0.2573273839878425,-69.89678695785993,-79.17827907461336,9.281492116753412,4.097073753676194,94.77093309366586,99.00336721460306,96.44038048244529,2.562986732157753,0.6666666666666666,0.14361506622027698,0.00892994106243252,0.22,0.04,134.1037037037037,39.337037037037035,0,1358.6038037881128
22,189.0,13.0,41.4,28.4,8,47,102.69848480983498,-74.04999732245098,3.351966954981748,-62.14888413340785,-77.87849895858689,15.729614825179038,6.015726198928455,81.1368087124123,79.00298249871835,81.24115364638948,2.2381711476711392,0.7186311787072244,0.22518714554675404,0.018879677591857574,0.22,0.04,130.0,48.86772486772487,0,895.992361284824
23,1073.0,12.110904007455733,41.2,29.089095992544273,30,91,372.27922061357856,-76.38588986944512,1.536991355497463,-60.732994379804936,-81.40320213263877,20.670207752833832,6.5640700400974055,19.344293607415906,20.01193761608534,22.50885643522134,2.496918819135999,0.5879452054794521,0.0972908491568725,0.13550395926175213,0.2,0.03,121.10904007455731,115.67940354147251,0,6478.587318182691
24,154.0,9.943506493506494,41.6,31.65649350649351,7,36,79.42031021678297,-82.1393309418312,-4.216449716888619,-77.38614212732311,-85.15284837645667,7.766706249133563,4.287855448902148,18.182744531158377,13.033526607732382,17.906672561687405,4.873145953955028,0.7738693467336684,0.30680852775460343,0.019340986673172925,0.2,0.03,99.43506493506493,81.27922077922078,0,678.2548916616474
25,530.0,13.124716981132073,41.5,28.375283018867925,17,78,282.6101730552664,-77.69782223941803,0.22505898552455506,-67.63172670821443,-81.09693505715614,13.465208348941715,5.577971065493656,37.514680193376826,47.007393222510785,36.12114888166682,10.886244340843966,0.5748373101952278,0.0833892660919118,0.036134773294070964,0.2,0.03,131.24716981132076,93.9566037735849,0,3370.2873967294513
26,512.0,12.9544921875,41.7,28.7455078125,14,79,209.74621202458752,-77.86013156999095,0.06274965495163087,-64.93702258427638,-80.93957824233874,16.002555658062366,4.746490817925956,66.80114458222185,51.00722685346362,73.28926374975462,22.282036896291014,0.6266829865361077,0.14624855117651353,0.01312642404966613,0.2,0.03,129.544921875,62.755859375,0,2745.1043082249753
27,735.0,16.71156462585034,41.4,24.688435374149662,20,81,278.9655121145937,-74.41773819825963,3.5051430266829584,-62.128459155553294,-77.65592071365683,15.527461558103525,4.9132928961663325,84.67063892806276,113.00350636809637,80.41116249595699,32.592343872139395,0.6374674761491761,0.11868509223666712,0.040206665837789805,0.2,0.03,167.1156462585034,82.46122448979592,0,3839.130152291726
28,119.0,13.844537815126053,41.5,27.655462184873947,8,27,59.24873734152917,-76.07796924621364,1.8449119787289447,-70.2367906085628,-78.70625870877595,8.469468100213161,4.212406960372035,84.87092306962205,82.00379471339649,84.92849550349746,2.9247007901009714,0.7727272727272727,0.4259892370756674,0.062368033253330214,0.2,0.03,138.4453781512605,53.57983193277311,0,551.7233644793047
29,566.0,18.037102473498233,41.6,23.56289752650177,18,88,294.06601717798213,-73.28886571940684,4.634015505535743,-65.143054786017,-75.2864187093547,10.143363923337702,4.3864300294086975,136.70436640633756,177.00172368113073,138.672818979178,38.32890470195275,0.49389179755671897,0.08225013437993495,0.019989408317095867,0.2,0.03,180.37102473498234,43.67491166077738,0,4078.254050020505
30,106.0,17.511320754716984,41.6,24.088679245283018,7,35,71.66295090390227,-75.3239520800686,2.5989291448739915,-68.12789540401725,-77.39358201790198,9.26568661388474,4.277665481497861,107.26650023248095,117.00262078769104,106.32439032448737,10.678230463203676,0.572972972972973,0.25937394915800394,0.017998843399935068,0.2,0.03,175.11320754716982,67.84905660377359,0,558.3364218888072
31,2526.0,11.714766429136974,40.8,29.085233570863018,41,140,974.517856687341,-82.2375921313032,-4.0757406599204415,-67.15303593080213,-85.21805097966315,18.065015048861014,5.491008344402244,101.34713679535001,104.00332985747421,100.71164086873979,3.291688988734407,0.5645954403218596,0.033424399037886174,0.11704923442276828,0.22,0.01,117.14766429136975,15.863420427553445,0,15120.8641810639
32,180.0,10.932777777777776,42.1,31.167222222222218,17,35,104.25483399593905,-83.83786474640199,-3.8537102585354575,-74.9484428013341,-85.72993395408916,10.781491152755068,3.39860892818089,44.79697352344455,41.005887693306924,45.0914691796244,4.085581486317459,0.5128205128205128,0.20810857092130644,0.09985847264460587,0.21,0.05,109.32777777777778,64.54444444444445,0,1244.75920273762
33,1931.0,20.018850336613152,42.2,22.18114966338685,50,159,600.9137802864843,-72.02856065212302,7.9555938357435,-56.37603269333032,-75.90873440452778,19.53270171119745,6.031381928820107,75.36737966947194,103.00380847723787,71.75726627362667,31.246542203611213,0.5185284640171858,0.06719977375188659,0.021669814602239924,0.21,0.05,200.18850336613153,124.85447954427758,0,13613.02705539049
34,129.0,14.34496124031008,42.2,27.855038759689933,11,29,80.66295090390227,-81.26273819833187,-1.2785837104653552,-73.87748439374907,-83.20673645685201,9.329252063102958,3.57032051527459,75.9091432139341,74.00339283667785,76.02635342618355,2.022960589505701,0.6172248803827751,0.24914453347973875,0.1109242212101012,0.21,0.05,143.4496124031008,67.55038759689923,0,803.4544959715721
35,452.0,18.187610619469027,42.3,24.112389380530967,18,44,106.8761543394987,-72.46244572155544,7.521708766311079,-62.527454190657046,-77.59743881739574,15.069984626738703,4.6678043903828845,167.97430349975272,165.00222662326124,166.7849585992956,1.7827319760343698,0.8609523809523809,0.4972635910115739,0.1261093671752471,0.21,0.05,181.87610619469027,13.90929203539823,0,1920.3253714675725
36,323.0,20.093808049535607,42.0,21.906191950464397,18,52,176.88225099390854,-72.33571464695959,7.648439840906931,-64.07986295218438,-74.22954036116961,10.149677408985227,3.684490763080865,48.61652439553102,57.005849061065454,49.91784328967497,7.088005771390478,0.5365448504983389,0.12973103219301252,0.052062204893945405,0.21,0.05,200.93808049535605,152.34055727554178,0,2204.1894721364156
37,46.0,6.647826086956522,41.0,34.35217391304348,4,19,31.242640687119284,-75.71525523829565,3.6893206751338,-67.58960302978913,-78.15713667157407,10.567533641784934,5.214676665540262,95.50199808616208,96.00334208608228,95.66773799291927,0.3356040931629991,0.8518518518518519,0.5922052148772955,0.04200633970122657,0.2,0.12,66.47826086956522,161.97826086956522,0,201.27354740301166
38,71.0,11.325352112676056,40.9,29.57464788732394,4,29,50.86396103067893,-75.48173995052495,3.9228359629044998,-72.7373407365789,-76.42494006022889,3.6875993236499767,2.405589462986973,52.76406496184661,50.008073554561996,53.6056042844654,3.5975307299034043,0.797752808988764,0.34486399673648443,0.013824090982199206,0.2,0.12,113.25352112676056,166.01408450704224,0,313.6740486986204
39,44.0,13.595454545454547,41.4,27.80454545454545,4,13,27.071067811865483,-73.13408761445672,6.2704882989727375,-70.71339085405317,-74.68502488878212,3.9716340347289503,2.573273852579105,98.3434903607478,97.00320203817854,98.12098960170195,1.1177875635233931,0.9777777777777776,0.7544870101317316,0.1004594071615434,0.2,0.12,135.95454545454547,37.61363636363637,0,174.4992584718332
40,22.0,15.272727272727273,41.5,26.22727272727273,4,7,15.82842712474619,-70.70725388249042,8.697322030939034,-67.70630696719324,-72.15085908196926,4.444552114776016,3.1697211212834664,151.4106658053325,152.0015564370313,151.46759926678934,0.5339571702419903,0.88,1.103461087431115,0.3321900390317841,0.2,0.12,152.72727272727272,1.3181818181818181,0,88.11081292864887
41,63.0,18.477777777777774,41.4,22.922222222222217,6,16,36.970562748477136,-68.86359918839858,10.540976725030873,-64.56598216964545,-71.37683690070286,6.81085473105739,3.224249010182987,135.22465960366222,138.00171034400458,134.96983966632195,3.031870677682633,0.7974683544303798,0.5792129870175393,0.09288382136220613,0.2,0.12,184.77777777777777,49.55555555555556,0,284.4508307890395
42,29.0,19.310344827586206,41.2,21.889655172413804,5,8,19.65685424949238,-69.42930595199809,9.975269961431367,-67.26082128778326,-70.8926987094773,3.631877421694029,2.4290166138960534,92.00263090348751,92.00196456364382,92.00144432022995,0.0005202434138737999,0.8787878787878788,0.9431479539555828,0.2376402634244242,0.2,0.12,193.10344827586206,101.10344827586206,0,119.73353324298935
43,13.0,20.861538461538466,41.7,20.83846153846154,4,4,10.242640687119284,-66.56773067456699,12.836845238862464,-65.49842351724608,-68.13597103133742,2.637547514091352,2.5852004781173976,169.2322459466586,170.00138749020556,169.33431478273044,0.6670727074751142,1.0,1.5571460217520925,0.7258883248730965,0.2,0.12,208.6153846153846,39.38461538461539,0,49.921115654772485
44,28.0,7.621428571428571,39.3,31.67857142857143,3,10,20.207106781186546,-84.3467155494773,-3.4367647957478913,-78.19990334118553,-85.10568716124263,6.9057838200570965,3.7743037794034096,108.85861590613071,108.50240871533022,108.81039631484848,0.3079875995182704,0.9655172413793104,0.8617070031624546,0.0820347176049141,0.17,0.04,76.21428571428571,185.07142857142858,0,109.56578699435495
45,64.0,11.2484375,39.6,28.3515625,7,18,40.55634918610404,-85.03291557737653,-4.122964823647124,-77.62738042651395,-87.3945975646742,9.767217138160262,3.8252859993130537,23.871437439388227,24.013199289428957,23.519482992516302,0.493716296912659,0.6881720430107527,0.4889586469119281,0.0930463723659667,0.17,0.04,112.484375,88.625,0,324.602225894658
46,159.0,13.347169811320756,39.4,26.05283018867925,16,21,86.01219330881975,-82.23716410480442,-1.3272133510750166,-73.0108013721892,-84.66457143099716,11.65377005880795,3.872509058228485,9.21120106744984,9.035228059746512,9.479004590798331,0.4437765310518209,0.6597510373443983,0.2700765913515761,0.436391250102216,0.17,0.04,133.47169811320754,124.71069182389937,0,975.9111765474264
47,68.0,13.601470588235292,39.6,25.99852941176471,8,15,34.3492424049175,-80.89046872367737,0.019482030052031973,-74.32504440435666,-84.31286758094545,9.98782317658882,3.9431375790695697,50.347650999120816,52.00747956145106,50.26230217963746,1.7451773818135905,0.85,0.7242432413069172,0.2531560802974778,0.17,0.04,136.01470588235293,85.67647058823529,0,301.4998411604258
48,31.0,14.451612903225806,39.8,25.348387096774193,5,8,19.07106781186548,-81.1855825689389,-0.27563181520950764,-76.86797340331637,-83.55103166431236,6.6830582609959786,3.3919420812338794,48.68321461460783,50.0065685882485,48.53184580101065,1.4747227872378517,0.96875,1.0710790804616994,0.3043916166352141,0.17,0.04,144.51612903225808,95.83870967741936,0,123.40516080881214
49,1242.0,18.76175523349436,39.4,20.63824476650564,48,93,568.4934700697015,-76.34473436221005,4.565216391519356,-65.50951101915436,-78.62139195695414,13.111880937799782,3.8257718641111578,67.68290589637861,84.00572992527651,68.64025351605322,15.365476409223293,0.3739837398373984,0.04829259009396115,0.3432179319665828,0.17,0.04,187.61755233494364,120.10305958132045,0,13720.958544169387
50,112.0,16.09107142857143,39.8,23.708928571428572,10,22,55.38477631085024,-79.45110074857652,1.4588500051528968,-72.46022382826284,-81.9881909956999,9.527967167437057,3.4212257590237254,64.67977437484052,64.00379219514048,65.28250315551955,1.2787109603790583,0.7417218543046358,0.4588250014628044,0.17878678747067386,0.17,0.04,160.91071428571428,96.24107142857143,0,574.6502756966868
51,78.0,16.085897435897436,39.6,23.51410256410257,9,17,39.9350288425444,-78.78656181901675,2.1233889347126507,-70.00702019122781,-82.09373992849382,12.086719737266025,4.310779381084335,72.76369611202163,71.00273940146364,72.30876534126791,1.3060259398042575,0.78,0.6146055275725202,0.2987817016212996,0.17,0.04,160.85897435897436,88.1025641025641,0,370.6521035534255
52,256.0,18.153125,39.9,21.746875,13,50,125.43250352560273,-77.1663501222234,3.7436006315059984,-67.62979431894736,-79.58005828134172,11.95026396239436,3.8376443752626095,128.97304076286918,129.00270438038854,128.310692424817,0.6920119555715303,0.6614987080103361,0.20447002417106627,0.029601696825932108,0.17,0.04,181.53125,52.5625,0,1273.0898744061192
53,68.0,19.58529411764706,39.0,19.41470588235294,12,16,42.935028842544405,-76.17364253379881,4.736308219930591,-68.98397749700061,-78.1318064124485,9.147828915447887,3.807677630406398,42.632895892538365,47.00715191779971,41.13034518057828,5.876806737221428,0.544,0.4635485839873861,0.15874836910777454,0.17,0.04,195.85294117647058,153.23529411764707,0,541.5791513442871
54,298.0,21.732885906040266,39.5,17.76711409395973,11,51,149.63961030678928,-74.07749791024834,6.832452843481049,-65.75316680370734,-75.84001610502366,10.08684930131632,2.9404838428770934,130.4559505119058,120.00253778763994,131.24860617910036,11.246068391460426,0.672686230248307,0.16723723979765814,0.04043732591601572,0.17,0.04,217.3288590604027,86.87919463087249,0,1599.4439302963494
55,69.0,23.31014492753623,39.0,15.689855072463768,7,17,39.72792206135786,-72.79088711049707,8.119063643232321,-68.1450631839644,-74.79833894154191,6.653275757577517,2.7746577662104555,70.31017526271128,72.00549157000587,71.11094480720584,0.894546762800033,0.7752808988764045,0.5493729278680668,0.13781420893930496,0.17,0.04,233.1014492753623,162.79710144927537,0,327.8703508199121
56,25.0,12.384,37.2,24.816000000000006,3,11,18.62132034355964,-72.91328290480206,7.417294338753577,-72.72891065149341,-73.90405369643379,1.1751430449403983,2.3776760295299253,4.986413927741447,4.088259267256617,4.802534559467356,0.7142752922107389,0.8928571428571429,0.9060015276763584,0.07465970745935112,0.23,0.15,123.84,119.0,0,100.89302864738656
57,13.0,13.338461538461539,37.3,23.961538461538463,4,5,11.242640687119284,-70.14301535885919,10.187561884696464,-68.08010845159292,-71.68552548446851,3.6054170328755935,3.4462605749280466,23.16303014237863,23.008198134362644,23.206464615117547,0.19826648075489928,0.8666666666666667,1.2924583435681252,0.5009474913516472,0.23,0.15,133.3846153846154,110.23076923076923,0,53.57684275891842
58,8.0,15.4625,37.3,21.8375,3,4,7.035533905932738,-69.88558477151948,10.444992472036176,-69.07234500862808,-70.42418320770155,1.3518381990734696,2.194356810354644,44.3787340606551,44.008168577435214,44.43243338369207,0.4242648062568577,0.8888888888888888,2.0309803908983444,0.33999038927145264,0.23,0.15,154.625,110.25,0,31.100180567108573
59,150.0,17.449333333333335,36.9,19.450666666666667,10,38,84.79898987322332,-65.0477580182895,15.28281922526615,-58.065431812742965,-67.03743352966669,8.972001716923712,3.428173039438088,23.530107853265893,17.013907317571853,24.188948020221076,7.175040702649215,0.6637168141592921,0.2621318334562363,0.016845791209307615,0.23,0.15,174.49333333333334,150.98,0,778.5717773889401
60,2107.0,15.606169909824393,34.0,18.393830090175605,59,109,686.9554108468271,-71.19202841051104,7.9399665098272285,-54.43588950882052,-75.5354984897268,21.09960898090629,6.3744219908998705,27.74289364663519,14.023886029212894,33.200152480467445,19.176266451254538,0.4809404245606026,0.0561070328731909,0.22117300645901003,0.23,0.06,156.06169909824393,153.41385856668248,0,14695.162128229002
61,54.0,15.051851851851849,34.7,19.648148148148152,4,23,42.27817459305202,-75.1252903799323,4.006704540405977,-70.05155378581466,-76.36020297596686,6.308649190152195,3.438095109608501,64.5395967748045,59.006229859600104,64.97776107828419,5.971531218684078,0.75,0.3796393035879699,0.01647377884608768,0.23,0.06,150.5185185185185,85.98148148148148,0,254.8757637294255
62,569.0,9.179789103690684,32.4,23.220210896309318,37,41,228.65180361560903,-76.57756457687745,2.3433231227067206,-63.582152152393434,-80.85557238153542,17.27342022914199,5.683093887638264,31.29531211160223,35.00963340084039,30.66303691904086,4.34659648179953,0.6002109704641351,0.13676433795202264,0.2930742711581642,0.23,0.04,91.79789103690685,60.63620386643234,0,3784.483670231555
63,621.0,10.196779388083737,32.2,22.003220611916266,28,54,196.06601717798213,-76.08369139252748,2.837196307056701,-68.2692613450872,-80.17382481961057,11.904563474523373,4.491340313636617,53.704636524243114,42.00787017450384,54.15268051027134,12.144810335767502,0.6428571428571429,0.2030003611642423,0.17429660225691096,0.23,0.04,101.96779388083736,155.6280193236715,0,3714.024323228113
64,590.0,11.279830508474575,32.0,20.720169491525425,25,74,256.8294731452727,-76.01933335654816,2.9015543430360253,-62.87077551548385,-79.70040505731608,16.829629541832233,4.8147619533950925,97.30236487887504,86.00450706171124,96.33527958953155,10.3307725278203,0.5038428693424424,0.11240151216125728,0.07670275661327973,0.23,0.04,112.79830508474576,210.08305084745763,0,3990.547742714535
65,608.0,12.48470394736842,32.2,19.715296052631587,30,63,211.4741340859453,-74.81092156578137,4.1099661338028,-64.69915336582943,-79.50491978066823,14.8057664148388,4.480462617244092,15.888450453427811,6.0808671218408845,18.096015504029264,12.01514838218838,0.5502262443438914,0.1708436858891019,0.11609865218632552,0.23,0.04,124.8470394736842,118.25986842105263,0,3707.3933870427945
66,688.0,14.784156976744184,32.6,17.815843023255816,41,67,331.77059864222696,-76.88204578529101,2.0388419142931724,-68.00571011403838,-78.8765528308663,10.870842716827925,3.0365889615756343,131.78227674220634,111.0020038173182,131.30727518875827,20.305271371440085,0.4632996632996633,0.0785457171699297,0.09562131813116066,0.23,0.04,147.84156976744185,16.079941860465116,0,6097.888719762821
67,3085.0,10.852414910858997,29.5,18.647585089141003,67,98,801.4112549695427,-73.47307756459347,5.914457327701597,-50.74175395195596,-79.40859588855902,28.666841936603063,6.905968602485451,57.57493585783062,75.00565077703162,50.352798916706064,24.65285186032557,0.5999611046285492,0.06036068472259491,0.3503402572869262,0.22,0.06,108.52414910858995,164.8359805510535,0,17312.177634591782
68,306.0,14.991503267973856,30.0,15.008496732026144,24,34,138.12489168102786,-72.30152991826823,7.0860049740268485,-65.81955337917995,-74.8268649455902,9.007311566410252,3.3550791262456925,36.403539242980756,39.00682493301093,37.38884566798171,1.61797926502922,0.6907449209932279,0.20155212882602253,0.1311093782766177,0.22,0.06,149.91503267973857,113.55228758169935,0,1573.8360985056877
69,376.0,17.452659574468086,30.6,13.147340425531914,21,42,129.26093065034894,-70.30823136275535,9.079303529539716,-63.79539675916466,-73.34004064710915,9.544643887944488,3.3132079214699286,114.12271400504194,111.00356961145486,113.48647189858464,2.482902287129747,0.6471600688468159,0.28278941670108537,0.1428508718044872,0.22,0.06,174.52659574468086,60.41489361702128,0,1853.2081306873765
70,34.0,16.464705882352938,30.1,13.635294117647062,6,8,20.485281374238568,-71.1911255675523,8.196409324742774,-65.44825898950215,-74.0383841451444,8.590125155642255,3.9988145250073033,69.2407539527054,70.00471701911509,69.39194841101897,0.6127686080961183,0.9189189189189191,1.0181339372994451,0.5411096469453499,0.22,0.06,164.64705882352942,95.41176470588235,0,141.1334744698295
71,2052.0,23.120857699805068,31.0,7.879142300194932,53,96,839.5006127446379,-68.79336039399601,10.594174498299054,-61.369569104053156,-70.870649989016,9.50108088496284,2.6488240582803337,207.68142704921522,219.00180487142018,208.67339310787,10.328411763550264,0.5735047512576859,0.03658854888370383,0.2432234655770613,0.22,0.06,231.2085769980507,23.556530214424953,0,12301.950324767919
72,3900.0,10.445179487179487,28.4,17.95482051282051,77,143,1559.904725039244,-58.67130687036067,16.01077754920197,-43.21300564375599,-63.35951316444706,20.146507520691074,9.235849249338768,40.34365951552344,26.0132647538463,46.96774100008797,20.954476246241672,0.505443234836703,0.020140874526129792,0.2282866145617325,0.19,0.04,104.45179487179487,69.35846153846154,0,28616.16069821568
73,101.0,12.222772277227724,28.1,15.877227722772279,11,27,73.24873734152916,-66.55547486313361,8.126609556429031,-58.53282336121281,-67.68161903102225,9.148795669809443,4.255980522040991,101.60871802123869,88.80308529297984,103.0048621650882,14.201776872108324,0.5519125683060109,0.23655435741766986,0.048432023579286734,0.19,0.04,122.22772277227723,20.623762376237625,0,665.3918705582735
